url,prof_logica,prof_fisica,tipo
https://www.ebay.com/sellercenter/resources/changes-to-ebay-and-your-1099-k,2,3,estatica
https://www.ebay.com/sellercenter,2,1,estatica
https://www.ebay.com/sh/landing,2,2,estatica
https://www.ebay.com/n/all-categories,2,2,estatica
https://www.ebay.com/sch/ebayadvsearch?_sofindtype=0,2,2,dinamica
https://www.ebay.com/sch/ebayadvsearch?_sofindtype=0&_byseller=1,2,2,dinamica
https://www.ebay.com/sch/ebayadvsearch?_sofindtype=4,2,2,dinamica
https://www.ebay.com/sch/ebayadvsearch?_sofindtype=5,2,2,dinamica
https://www.ebay.com/sch/ebayadvsearch?_sofindtype=7,2,2,dinamica
https://www.ebay.com/itm/116559489209?_trkparms=5373%3A5000014251%7C5374%3ATecnolog%EDa%7C5079%3A5000014251,2,2,dinamica
https://www.ebay.com/itm/167031735841?_trkparms=5373%3A5000014251%7C5374%3ATecnolog%EDa%7C5079%3A5000014251,2,2,dinamica
https://www.ebay.com/itm/306788661226?_trkparms=5373%3A5000014251%7C5374%3ATecnolog%EDa%7C5079%3A5000014251,2,2,dinamica
https://www.ebay.com/itm/166819315978?_trkparms=5373%3A5000014251%7C5374%3ATecnolog%EDa%7C5079%3A5000014251,2,2,dinamica
https://www.ebay.com/itm/186602316011?_trkparms=5373%3A5000014251%7C5374%3ATecnolog%EDa%7C5079%3A5000014251,2,2,dinamica
https://www.ebay.com/itm/256379350872?_trkparms=5373%3A5000014251%7C5374%3ATecnolog%EDa%7C5079%3A5000014251,2,2,dinamica
https://www.ebay.com/itm/147280705540?_trkparms=5373%3A5000014251%7C5374%3ATecnolog%EDa%7C5079%3A5000014251,2,2,dinamica
https://www.ebay.com/itm/155636746868?_trkparms=5373%3A5000014251%7C5374%3ATecnolog%EDa%7C5079%3A5000014251,2,2,dinamica
https://www.ebay.com/itm/127308419216?_trkparms=5373%3A5000014251%7C5374%3ATecnolog%EDa%7C5079%3A5000014251,2,2,dinamica
https://www.ebay.com/itm/387495675783?_trkparms=5373%3A5000014251%7C5374%3ATecnolog%EDa%7C5079%3A5000014251,2,2,dinamica
https://www.ebay.com/itm/187856366117?_trkparms=5373%3A5000014251%7C5374%3ATecnolog%EDa%7C5079%3A5000014281,2,2,dinamica
https://www.ebay.com/itm/127387168084?_trkparms=5373%3A5000014251%7C5374%3ATecnolog%EDa%7C5079%3A5000014281,2,2,dinamica
https://www.ebay.com/itm/376864028658?_trkparms=5373%3A5000014251%7C5374%3ATecnolog%EDa%7C5079%3A5000014281,2,2,dinamica
https://www.ebay.com/itm/177792126708?_trkparms=5373%3A5000014251%7C5374%3ATecnolog%EDa%7C5079%3A5000014281,2,2,dinamica
https://www.ebay.com/itm/147325510830?_trkparms=5373%3A5000014251%7C5374%3ATecnolog%EDa%7C5079%3A5000014272,2,2,dinamica
https://www.ebay.com/itm/168391215929?_trkparms=5373%3A5000014251%7C5374%3ATecnolog%EDa%7C5079%3A5000014272,2,2,dinamica
https://www.ebay.com/itm/365607415481?_trkparms=5373%3A5000014251%7C5374%3ATecnolog%EDa%7C5079%3A5000014272,2,2,dinamica
https://www.ebay.com/itm/176766619028?_trkparms=5373%3A5000014251%7C5374%3ATecnolog%EDa%7C5079%3A5000014272,2,2,dinamica
